Fact_ID,Date,Security_ID,Measure,Value
45942,2015-01-01,1,Open,27.8475
45942,2015-01-01,1,High,27.86
45942,2015-01-01,1,Low,26.8375
45942,2015-01-01,1,Close,27.3325
45942,2015-01-01,1,AdjClose,24.81924
45942,2015-01-01,1,Volume,212818400
45943,2015-01-01,2,Open,160.16
45943,2015-01-01,2,High,162.59
45943,2015-01-01,2,Low,158.60001
45943,2015-01-01,2,Close,159.89
45943,2015-01-01,2,AdjClose,134.33936
45943,2015-01-01,2,Volume,2605400
45944,2015-01-01,3,Open,93.17
45944,2015-01-01,3,High,93.94
45944,2015-01-01,3,Low,92.14
45944,2015-01-01,3,Close,93.02
45944,2015-01-01,3,AdjClose,83.98235
45944,2015-01-01,3,Volume,2437500
45945,2015-01-01,4,Open,131.07001
45945,2015-01-01,4,High,131.84
45945,2015-01-01,4,Low,129.09
45945,2015-01-01,4,Close,129.95
45945,2015-01-01,4,AdjClose,113.65723
45945,2015-01-01,4,Volume,4294200
45946,2015-01-01,5,Open,91.77
45946,2015-01-01,5,High,92.37
45946,2015-01-01,5,Low,90.66
45946,2015-01-01,5,Close,91.88
45946,2015-01-01,5,AdjClose,75.48972
45946,2015-01-01,5,Volume,3767900
45947,2015-01-01,6,Open,59.9
45947,2015-01-01,6,High,60.43
45947,2015-01-01,6,Low,58.51
45947,2015-01-01,6,Close,59.24
45947,2015-01-01,6,AdjClose,59.24
45947,2015-01-01,6,Volume,2796400
45948,2015-01-01,7,Open,27.86
45948,2015-01-01,7,High,28.12
45948,2015-01-01,7,Low,27.38
45948,2015-01-01,7,Close,27.61
45948,2015-01-01,7,AdjClose,22.61791
45948,2015-01-01,7,Volume,22926500
45949,2015-01-01,8,Open,111.63
45949,2015-01-01,8,High,113
45949,2015-01-01,8,Low,110.85
45949,2015-01-01,8,Close,112.58
45949,2015-01-01,8,AdjClose,84.58765
45949,2015-01-01,8,Volume,5898800
45950,2015-01-01,9,Open,94.91
45950,2015-01-01,9,High,95.28
45950,2015-01-01,9,Low,92.85
45950,2015-01-01,9,Close,93.75
45950,2015-01-01,9,AdjClose,87.37627
45950,2015-01-01,9,Volume,5865400
45951,2015-01-01,11,Open,195.3
45951,2015-01-01,11,High,195.73
45951,2015-01-01,11,Low,192.7
45951,2015-01-01,11,Close,194.41
45951,2015-01-01,11,AdjClose,174.81722
45951,2015-01-01,11,Volume,1877700
45952,2015-01-01,12,Open,105.16
45952,2015-01-01,12,High,105.66
45952,2015-01-01,12,Low,102.67
45952,2015-01-01,12,Close,103.43
45952,2015-01-01,12,AdjClose,89.68884
45952,2015-01-01,12,Volume,4323700
45953,2015-01-01,13,Open,95.52763
45953,2015-01-01,13,High,96.14732
45953,2015-01-01,13,Low,94.47892
45953,2015-01-01,13,Close,95.55623
45953,2015-01-01,13,AdjClose,83.49056
45953,2015-01-01,13,Volume,2232817
45954,2015-01-01,14,Open,161.31
45954,2015-01-01,14,High,163.31
45954,2015-01-01,14,Low,161
45954,2015-01-01,14,Close,162.06
45954,2015-01-01,14,AdjClose,123.19831
45954,2015-01-01,14,Volume,5525500
45955,2015-01-01,15,Open,36.67
45955,2015-01-01,15,High,37.16
45955,2015-01-01,15,Low,36.11
45955,2015-01-01,15,Close,36.36
45955,2015-01-01,15,AdjClose,30.48412
45955,2015-01-01,15,Volume,23605600
45956,2015-01-01,16,Open,105.05
45956,2015-01-01,16,High,105.55
45956,2015-01-01,16,Low,104.13
45956,2015-01-01,16,Close,104.52
