Fact_ID,Date,Security_ID,Measure,Value
516,2017-01-19,20,Volume,1464400
517,2017-01-20,20,Open,179.2
517,2017-01-20,20,High,179.46001
517,2017-01-20,20,Low,177.83
517,2017-01-20,20,Close,178.49001
517,2017-01-20,20,AdjClose,156.00708
517,2017-01-20,20,Volume,1761900
518,2017-01-23,20,Open,177.91
518,2017-01-23,20,High,178.99001
518,2017-01-23,20,Low,177.13001
518,2017-01-23,20,Close,178.51
518,2017-01-23,20,AdjClose,156.02457
518,2017-01-23,20,Volume,1986800
519,2017-01-24,20,Open,177.5
519,2017-01-24,20,High,177.76
519,2017-01-24,20,Low,174.42
519,2017-01-24,20,Close,175.97
519,2017-01-24,20,AdjClose,153.8045
519,2017-01-24,20,Volume,3473200
520,2017-01-25,20,Open,177.09
520,2017-01-25,20,High,178.63001
520,2017-01-25,20,Low,176.57001
520,2017-01-25,20,Close,176.73
520,2017-01-25,20,AdjClose,154.46878
520,2017-01-25,20,Volume,3462600
521,2017-01-26,20,Open,176.31
521,2017-01-26,20,High,177.23
521,2017-01-26,20,Low,176.03999
521,2017-01-26,20,Close,176.82001
521,2017-01-26,20,AdjClose,154.54741
521,2017-01-26,20,Volume,2235900
522,2017-01-27,20,Open,177.48
522,2017-01-27,20,High,177.98
522,2017-01-27,20,Low,176.83
522,2017-01-27,20,Close,177.48
522,2017-01-27,20,AdjClose,155.1243
522,2017-01-27,20,Volume,1623700
523,2017-01-30,20,Open,177.25
523,2017-01-30,20,High,177.73
523,2017-01-30,20,Low,174.87
523,2017-01-30,20,Close,175.42
523,2017-01-30,20,AdjClose,153.32379
523,2017-01-30,20,Volume,1823100
524,2017-01-31,20,Open,174.74001
524,2017-01-31,20,High,175.46001
524,2017-01-31,20,Low,173.81
524,2017-01-31,20,Close,174.82001
524,2017-01-31,20,AdjClose,152.79938
524,2017-01-31,20,Volume,1845500
525,2017-02-01,20,Open,175.17
525,2017-02-01,20,High,175.8
525,2017-02-01,20,Low,174.3
525,2017-02-01,20,Close,175.17
525,2017-02-01,20,AdjClose,153.10526
525,2017-02-01,20,Volume,2272900
526,2017-02-02,20,Open,174.13001
526,2017-02-02,20,High,174.78
526,2017-02-02,20,Low,173.55
526,2017-02-02,20,Close,174.17999
526,2017-02-02,20,AdjClose,152.23991
526,2017-02-02,20,Volume,3106800
527,2017-02-03,20,Open,174.02
527,2017-02-03,20,High,175.3
527,2017-02-03,20,Low,173.85001
527,2017-02-03,20,Close,175.03999
527,2017-02-03,20,AdjClose,152.99164
527,2017-02-03,20,Volume,2820500
528,2017-02-06,20,Open,174.12
528,2017-02-06,20,High,176.2
528,2017-02-06,20,Low,173.89999
528,2017-02-06,20,Close,175.10001
528,2017-02-06,20,AdjClose,153.04413
528,2017-02-06,20,Volume,1622800
529,2017-02-07,20,Open,176.08
529,2017-02-07,20,High,176.39999
529,2017-02-07,20,Low,175.14999
529,2017-02-07,20,Close,175.76
529,2017-02-07,20,AdjClose,153.62096
529,2017-02-07,20,Volume,1247400
530,2017-02-08,20,Open,175.62
530,2017-02-08,20,High,177.60001
530,2017-02-08,20,Low,175.49001
530,2017-02-08,20,Close,177.07001
530,2017-02-08,20,AdjClose,154.76596
530,2017-02-08,20,Volume,2145700
531,2017-02-09,20,Open,176.87
531,2017-02-09,20,High,178.55
531,2017-02-09,20,Low,176.87
531,2017-02-09,20,Close,178.17999
531,2017-02-09,20,AdjClose,155.73616
531,2017-02-09,20,Volume,2009700
532,2017-02-10,20,Open,178.3
532,2017-02-10,20,High,179.58
532,2017-02-10,20,Low,178.19
532,2017-02-10,20,Close,179
532,2017-02-10,20,AdjClose,156.45285
532,2017-02-10,20,Volume,1392400
533,2017-02-13,20,Open,179.86
533,2017-02-13,20,High,181.38001
533,2017-02-13,20,Low,179.26
533,2017-02-13,20,Close,181.02
533,2017-02-13,20,AdjClose,158.2184
533,2017-02-13,20,Volume,1929800
534,2017-02-14,20,Open,180.86
534,2017-02-14,20,High,182
534,2017-02-14,20,Low,180.64999
534,2017-02-14,20,Close,181.60001
534,2017-02-14,20,AdjClose,158.72534
534,2017-02-14,20,Volume,2035900
535,2017-02-15,20,Open,180.3
535,2017-02-15,20,High,181.83
535,2017-02-15,20,Low,180.14999
535,2017-02-15,20,Close,181.7
535,2017-02-15,20,AdjClose,159.847
535,2017-02-15,20,Volume,1762900
536,2017-02-16,20,Open,181.75
536,2017-02-16,20,High,183.46001
536,2017-02-16,20,Low,181.62
536,2017-02-16,20,Close,183.41
536,2017-02-16,20,AdjClose,161.35136
536,2017-02-16,20,Volume,2164000
537,2017-02-17,20,Open,183.42999
537,2017-02-17,20,High,183.60001
537,2017-02-17,20,Low,182.53
537,2017-02-17,20,Close,182.95
537,2017-02-17,20,AdjClose,160.94666
537,2017-02-17,20,Volume,1961500
538,2017-02-21,20,Open,182.78999
538,2017-02-21,20,High,183.62
538,2017-02-21,20,Low,182.03999
538,2017-02-21,20,Close,183.37
538,2017-02-21,20,AdjClose,161.31615
538,2017-02-21,20,Volume,1736300
539,2017-02-22,20,Open,183.39999
539,2017-02-22,20,High,186.12
539,2017-02-22,20,Low,183.08
539,2017-02-22,20,Close,186.03999
539,2017-02-22,20,AdjClose,163.66499
539,2017-02-22,20,Volume,2850900
540,2017-02-23,20,Open,185.91
540,2017-02-23,20,High,187.46001
540,2017-02-23,20,Low,185.71001
540,2017-02-23,20,Close,187.19
540,2017-02-23,20,AdjClose,164.6767
540,2017-02-23,20,Volume,2401600
541,2017-02-24,20,Open,186.82001
541,2017-02-24,20,High,188.41
541,2017-02-24,20,Low,186.3
541,2017-02-24,20,Close,187.41
541,2017-02-24,20,AdjClose,164.87026
541,2017-02-24,20,Volume,2126300
542,2017-02-27,20,Open,187.5
542,2017-02-27,20,High,187.55
542,2017-02-27,20,Low,186.38001
542,2017-02-27,20,Close,186.91
542,2017-02-27,20,AdjClose,164.43041
542,2017-02-27,20,Volume,1393800
543,2017-02-28,20,Open,186.73
543,2017-02-28,20,High,187.5
543,2017-02-28,20,Low,186.31
543,2017-02-28,20,Close,186.35001
543,2017-02-28,20,AdjClose,163.93774
543,2017-02-28,20,Volume,1932100
544,2017-03-01,20,Open,188.08
544,2017-03-01,20,High,190.53999
544,2017-03-01,20,Low,188.01
544,2017-03-01,20,Close,189.86
544,2017-03-01,20,AdjClose,167.02556
544,2017-03-01,20,Volume,2226200
545,2017-03-02,20,Open,189.46001
545,2017-03-02,20,High,190.10001
545,2017-03-02,20,Low,189.03
545,2017-03-02,20,Close,189.89
545,2017-03-02,20,AdjClose,167.05197
545,2017-03-02,20,Volume,1764000
546,2017-03-03,20,Open,189.89
546,2017-03-03,20,High,190.24001
546,2017-03-03,20,Low,188.53999
546,2017-03-03,20,Close,189.31
546,2017-03-03,20,AdjClose,166.54175
546,2017-03-03,20,Volume,1627400
547,2017-03-06,20,Open,188.92999
547,2017-03-06,20,High,189.24001
547,2017-03-06,20,Low,188.27
547,2017-03-06,20,Close,188.89999
547,2017-03-06,20,AdjClose,166.18106
547,2017-03-06,20,Volume,1668700
548,2017-03-07,20,Open,188.28999
548,2017-03-07,20,High,189.26
548,2017-03-07,20,Low,188.25
548,2017-03-07,20,Close,189.09
548,2017-03-07,20,AdjClose,166.34821
548,2017-03-07,20,Volume,1662300
549,2017-03-08,20,Open,189.72
549,2017-03-08,20,High,190.21001
549,2017-03-08,20,Low,188.97
549,2017-03-08,20,Close,189.51
549,2017-03-08,20,AdjClose,166.71771
549,2017-03-08,20,Volume,1563700
550,2017-03-09,20,Open,189.25
550,2017-03-09,20,High,190.39
550,2017-03-09,20,Low,189.17
550,2017-03-09,20,Close,189.89999
550,2017-03-09,20,AdjClose,167.06079
550,2017-03-09,20,Volume,1556700
551,2017-03-10,20,Open,190.64
551,2017-03-10,20,High,191.24001
551,2017-03-10,20,Low,190.03
551,2017-03-10,20,Close,191.21001
551,2017-03-10,20,AdjClose,168.21326
551,2017-03-10,20,Volume,2515000
552,2017-03-13,20,Open,191.77
552,2017-03-13,20,High,191.96001
552,2017-03-13,20,Low,190.46001
552,2017-03-13,20,Close,191.52
552,2017-03-13,20,AdjClose,168.48596
552,2017-03-13,20,Volume,1972700
553,2017-03-14,20,Open,190.92999
553,2017-03-14,20,High,191.44
553,2017-03-14,20,Low,189.11
553,2017-03-14,20,Close,190.33
553,2017-03-14,20,AdjClose,167.43906
553,2017-03-14,20,Volume,1893600
554,2017-03-15,20,Open,190.17999
554,2017-03-15,20,High,191.86
554,2017-03-15,20,Low,189.72
554,2017-03-15,20,Close,191.2
554,2017-03-15,20,AdjClose,168.20445
554,2017-03-15,20,Volume,2047000
555,2017-03-16,20,Open,191.06
555,2017-03-16,20,High,191.64
555,2017-03-16,20,Low,189.64
555,2017-03-16,20,Close,190.31
555,2017-03-16,20,AdjClose,167.42148
555,2017-03-16,20,Volume,1937100
556,2017-03-17,20,Open,190.82001
556,2017-03-17,20,High,192.36
556,2017-03-17,20,Low,190.35001
556,2017-03-17,20,Close,192.36
556,2017-03-17,20,AdjClose,169.22496
556,2017-03-17,20,Volume,4228100
557,2017-03-20,20,Open,192.52
557,2017-03-20,20,High,193.5
557,2017-03-20,20,Low,192.28
557,2017-03-20,20,Close,193.01
557,2017-03-20,20,AdjClose,169.79674
557,2017-03-20,20,Volume,2085600
558,2017-03-21,20,Open,193.49001
558,2017-03-21,20,High,193.49001
558,2017-03-21,20,Low,191.51
558,2017-03-21,20,Close,192.13001
558,2017-03-21,20,AdjClose,169.02258
558,2017-03-21,20,Volume,1895100
559,2017-03-22,20,Open,192.3
559,2017-03-22,20,High,192.88001
559,2017-03-22,20,Low,190.46001
559,2017-03-22,20,Close,192.22
559,2017-03-22,20,AdjClose,169.10176
559,2017-03-22,20,Volume,1627300
560,2017-03-23,20,Open,192.12
560,2017-03-23,20,High,192.97
560,2017-03-23,20,Low,191.23
560,2017-03-23,20,Close,192.14
560,2017-03-23,20,AdjClose,169.03139
560,2017-03-23,20,Volume,1482000
561,2017-03-24,20,Open,192.12
561,2017-03-24,20,High,192.62
561,2017-03-24,20,Low,190.89999
561,2017-03-24,20,Close,191.51
561,2017-03-24,20,AdjClose,168.47716
561,2017-03-24,20,Volume,1435400
562,2017-03-27,20,Open,190.7
562,2017-03-27,20,High,191
562,2017-03-27,20,Low,189.16
562,2017-03-27,20,Close,190.42999
562,2017-03-27,20,AdjClose,167.52704
562,2017-03-27,20,Volume,1984600
563,2017-03-28,20,Open,189.94
563,2017-03-28,20,High,191.49001
563,2017-03-28,20,Low,189.60001
563,2017-03-28,20,Close,190.99001
563,2017-03-28,20,AdjClose,168.01967
563,2017-03-28,20,Volume,2330200
564,2017-03-29,20,Open,190.59
564,2017-03-29,20,High,191.28
564,2017-03-29,20,Low,190.26
564,2017-03-29,20,Close,190.67999
564,2017-03-29,20,AdjClose,167.74699
564,2017-03-29,20,Volume,1692200
565,2017-03-30,20,Open,190.74001
565,2017-03-30,20,High,191.49001
565,2017-03-30,20,Low,190.10001
565,2017-03-30,20,Close,191.28
565,2017-03-30,20,AdjClose,168.27483
565,2017-03-30,20,Volume,1835400
566,2017-03-31,20,Open,191.3
566,2017-03-31,20,High,192.39999
566,2017-03-31,20,Low,190.99001
566,2017-03-31,20,Close,191.33
566,2017-03-31,20,AdjClose,168.3188
566,2017-03-31,20,Volume,1730000
567,2017-04-03,20,Open,191.87
567,2017-04-03,20,High,192.17
567,2017-04-03,20,Low,189.95
567,2017-04-03,20,Close,190.72
567,2017-04-03,20,AdjClose,167.78217
567,2017-04-03,20,Volume,1546700
568,2017-04-04,20,Open,190.57001
568,2017-04-04,20,High,190.98
568,2017-04-04,20,Low,189.78
568,2017-04-04,20,Close,190.19
568,2017-04-04,20,AdjClose,167.3159
568,2017-04-04,20,Volume,1349900
569,2017-04-05,20,Open,190.7
569,2017-04-05,20,High,192.42
569,2017-04-05,20,Low,190.03999
569,2017-04-05,20,Close,190.24001
569,2017-04-05,20,AdjClose,167.35989
569,2017-04-05,20,Volume,1448700
570,2017-04-06,20,Open,190.41
570,2017-04-06,20,High,191.02
570,2017-04-06,20,Low,189.5
570,2017-04-06,20,Close,189.89
570,2017-04-06,20,AdjClose,167.05197
570,2017-04-06,20,Volume,1627400
571,2017-04-07,20,Open,190.03
571,2017-04-07,20,High,190.56
571,2017-04-07,20,Low,189.52
571,2017-04-07,20,Close,189.99001
571,2017-04-07,20,AdjClose,167.13995
571,2017-04-07,20,Volume,1025200
572,2017-04-10,20,Open,190.16
572,2017-04-10,20,High,190.52
572,2017-04-10,20,Low,189.31
572,2017-04-10,20,Close,189.71001
572,2017-04-10,20,AdjClose,166.89365
572,2017-04-10,20,Volume,1682700
573,2017-04-11,20,Open,189.13001
573,2017-04-11,20,High,190.09
573,2017-04-11,20,Low,188.99001
573,2017-04-11,20,Close,190.07001
573,2017-04-11,20,AdjClose,167.21037
573,2017-04-11,20,Volume,1459600
574,2017-04-12,20,Open,190.31
574,2017-04-12,20,High,190.49001
574,2017-04-12,20,Low,189.39999
574,2017-04-12,20,Close,189.7
574,2017-04-12,20,AdjClose,166.88483
574,2017-04-12,20,Volume,1416100
575,2017-04-13,20,Open,189.25
575,2017-04-13,20,High,189.86
575,2017-04-13,20,Low,188.62
575,2017-04-13,20,Close,188.64999
575,2017-04-13,20,AdjClose,165.96112
575,2017-04-13,20,Volume,1274400
576,2017-04-17,20,Open,189.31
576,2017-04-17,20,High,190.36
576,2017-04-17,20,Low,189.28999
576,2017-04-17,20,Close,190.36
576,2017-04-17,20,AdjClose,167.4655
576,2017-04-17,20,Volume,1543600
577,2017-04-18,20,Open,189.76
577,2017-04-18,20,High,190.84
577,2017-04-18,20,Low,189.51
577,2017-04-18,20,Close,190.22
577,2017-04-18,20,AdjClose,167.34232
577,2017-04-18,20,Volume,1176900
578,2017-04-19,20,Open,190.8
578,2017-04-19,20,High,191.13001
578,2017-04-19,20,Low,189.52
578,2017-04-19,20,Close,189.83
578,2017-04-19,20,AdjClose,166.99922
578,2017-04-19,20,Volume,1340400
579,2017-04-20,20,Open,190.02
579,2017-04-20,20,High,192.11
579,2017-04-20,20,Low,189.89999
579,2017-04-20,20,Close,191.16
579,2017-04-20,20,AdjClose,168.16927
579,2017-04-20,20,Volume,1748200
580,2017-04-21,20,Open,191.14999
580,2017-04-21,20,High,191.62
580,2017-04-21,20,Low,190.59
580,2017-04-21,20,Close,191.5
580,2017-04-21,20,AdjClose,168.46838
580,2017-04-21,20,Volume,2584200
581,2017-04-24,20,Open,193
581,2017-04-24,20,High,194.45
581,2017-04-24,20,Low,192.92999
581,2017-04-24,20,Close,194.23
581,2017-04-24,20,AdjClose,170.87001
581,2017-04-24,20,Volume,2709600
582,2017-04-25,20,Open,193.99001
582,2017-04-25,20,High,195.61
582,2017-04-25,20,Low,192.36
582,2017-04-25,20,Close,195.13001
582,2017-04-25,20,AdjClose,171.66179
582,2017-04-25,20,Volume,4182200
583,2017-04-26,20,Open,195.7
583,2017-04-26,20,High,196.89999
583,2017-04-26,20,Low,194.99001
583,2017-04-26,20,Close,195
583,2017-04-26,20,AdjClose,171.54744
583,2017-04-26,20,Volume,2641200
584,2017-04-27,20,Open,195.42999
584,2017-04-27,20,High,196.53999
584,2017-04-27,20,Low,195.11
584,2017-04-27,20,Close,196.11
584,2017-04-27,20,AdjClose,172.5239
584,2017-04-27,20,Volume,1770200
585,2017-04-28,20,Open,196.14999
585,2017-04-28,20,High,197.12
585,2017-04-28,20,Low,195.53999
585,2017-04-28,20,Close,195.83
585,2017-04-28,20,AdjClose,172.27759
585,2017-04-28,20,Volume,2467100
586,2017-05-01,20,Open,195.5
586,2017-05-01,20,High,195.73
586,2017-05-01,20,Low,194.47
586,2017-05-01,20,Close,194.81
586,2017-05-01,20,AdjClose,171.38026
586,2017-05-01,20,Volume,1498500
587,2017-05-02,20,Open,195.16
587,2017-05-02,20,High,196.53
587,2017-05-02,20,Low,194.58
587,2017-05-02,20,Close,196.53
587,2017-05-02,20,AdjClose,172.89343
587,2017-05-02,20,Volume,2467200
588,2017-05-03,20,Open,196.60001
588,2017-05-03,20,High,197.87
588,2017-05-03,20,Low,195.71001
588,2017-05-03,20,Close,197.63001
588,2017-05-03,20,AdjClose,173.86112
588,2017-05-03,20,Volume,2339500
589,2017-05-04,20,Open,198.3
589,2017-05-04,20,High,199.53999
589,2017-05-04,20,Low,197.76
589,2017-05-04,20,Close,199.51
589,2017-05-04,20,AdjClose,175.51502
589,2017-05-04,20,Volume,2320800
590,2017-05-05,20,Open,199.67
590,2017-05-05,20,High,199.89999
590,2017-05-05,20,Low,198.98
590,2017-05-05,20,Close,199.39999
590,2017-05-05,20,AdjClose,175.41826
590,2017-05-05,20,Volume,1688600
591,2017-05-08,20,Open,198.84
591,2017-05-08,20,High,199.14999
591,2017-05-08,20,Low,198.3
591,2017-05-08,20,Close,198.64999
591,2017-05-08,20,AdjClose,174.75844
591,2017-05-08,20,Volume,1575900
592,2017-05-09,20,Open,199.36
592,2017-05-09,20,High,199.36
592,2017-05-09,20,Low,197.53
592,2017-05-09,20,Close,197.96001
592,2017-05-09,20,AdjClose,174.15138
592,2017-05-09,20,Volume,1747800
593,2017-05-10,20,Open,197.37
593,2017-05-10,20,High,197.59
593,2017-05-10,20,Low,196.53
593,2017-05-10,20,Close,196.64
593,2017-05-10,20,AdjClose,172.99016
593,2017-05-10,20,Volume,2247700
594,2017-05-11,20,Open,196.03999
594,2017-05-11,20,High,196.94
594,2017-05-11,20,Low,195.26
594,2017-05-11,20,Close,196.75
594,2017-05-11,20,AdjClose,173.08695
594,2017-05-11,20,Volume,1705000
595,2017-05-12,20,Open,195.89999
595,2017-05-12,20,High,197.12
595,2017-05-12,20,Low,195.86
595,2017-05-12,20,Close,196.57001
595,2017-05-12,20,AdjClose,172.92857
595,2017-05-12,20,Volume,1323100
596,2017-05-15,20,Open,196.67
596,2017-05-15,20,High,197.74001
596,2017-05-15,20,Low,196.23
596,2017-05-15,20,Close,197.63001
596,2017-05-15,20,AdjClose,173.86112
596,2017-05-15,20,Volume,1474500
597,2017-05-16,20,Open,197.48
597,2017-05-16,20,High,197.94
597,2017-05-16,20,Low,196.86
597,2017-05-16,20,Close,197.91
597,2017-05-16,20,AdjClose,174.10741
597,2017-05-16,20,Volume,1183600
598,2017-05-17,20,Open,196.74001
598,2017-05-17,20,High,196.74001
598,2017-05-17,20,Low,194.72
598,2017-05-17,20,Close,194.84
598,2017-05-17,20,AdjClose,172.43041
598,2017-05-17,20,Volume,1881800
599,2017-05-18,20,Open,194.5
599,2017-05-18,20,High,195.82001
599,2017-05-18,20,Low,193.53999
599,2017-05-18,20,Close,195.24001
599,2017-05-18,20,AdjClose,172.78441
599,2017-05-18,20,Volume,1929000
600,2017-05-19,20,Open,196.3
600,2017-05-19,20,High,196.3
600,2017-05-19,20,Low,194.45
600,2017-05-19,20,Close,195.8
600,2017-05-19,20,AdjClose,173.27997
600,2017-05-19,20,Volume,1894700
601,2017-05-22,20,Open,196.35001
601,2017-05-22,20,High,198.67
601,2017-05-22,20,Low,196.35001
601,2017-05-22,20,Close,198.51
601,2017-05-22,20,AdjClose,175.67825
601,2017-05-22,20,Volume,1835900
602,2017-05-23,20,Open,198.73
602,2017-05-23,20,High,198.97
602,2017-05-23,20,Low,197.52
602,2017-05-23,20,Close,197.73
602,2017-05-23,20,AdjClose,174.98798
602,2017-05-23,20,Volume,1514200
603,2017-05-24,20,Open,198.49001
603,2017-05-24,20,High,198.53
603,2017-05-24,20,Low,197.28
603,2017-05-24,20,Close,197.49001
603,2017-05-24,20,AdjClose,174.77559
603,2017-05-24,20,Volume,1206400
604,2017-05-25,20,Open,198.41
604,2017-05-25,20,High,199.61
604,2017-05-25,20,Low,197.75
604,2017-05-25,20,Close,199.53999
604,2017-05-25,20,AdjClose,176.58978
604,2017-05-25,20,Volume,1508000
605,2017-05-26,20,Open,199.14
605,2017-05-26,20,High,200.69
605,2017-05-26,20,Low,198.97
605,2017-05-26,20,Close,200.67
605,2017-05-26,20,AdjClose,177.58983
605,2017-05-26,20,Volume,1410600
606,2017-05-30,20,Open,200.31
606,2017-05-30,20,High,203.03
606,2017-05-30,20,Low,199.96001
606,2017-05-30,20,Close,202.44
606,2017-05-30,20,AdjClose,179.15625
606,2017-05-30,20,Volume,2171100
607,2017-05-31,20,Open,202.73
607,2017-05-31,20,High,204.47
607,2017-05-31,20,Low,202.27
607,2017-05-31,20,Close,204.47
607,2017-05-31,20,AdjClose,180.95276
607,2017-05-31,20,Volume,3096800
608,2017-06-01,20,Open,204.25
608,2017-06-01,20,High,204.89999
608,2017-06-01,20,Low,203.67999
608,2017-06-01,20,Close,204.35001
608,2017-06-01,20,AdjClose,180.8466
608,2017-06-01,20,Volume,2352700
609,2017-06-02,20,Open,205.06
609,2017-06-02,20,High,207.39
609,2017-06-02,20,Low,204.78999
609,2017-06-02,20,Close,206.7
609,2017-06-02,20,AdjClose,182.92627
609,2017-06-02,20,Volume,1831900
610,2017-06-05,20,Open,206.77
610,2017-06-05,20,High,207.33
610,2017-06-05,20,Low,206.22
610,2017-06-05,20,Close,206.22
610,2017-06-05,20,AdjClose,182.50151
610,2017-06-05,20,Volume,1253100
611,2017-06-06,20,Open,206.01
611,2017-06-06,20,High,206.66
611,2017-06-06,20,Low,205.41
611,2017-06-06,20,Close,205.41
611,2017-06-06,20,AdjClose,181.78467
611,2017-06-06,20,Volume,1458800
612,2017-06-07,20,Open,205.73
612,2017-06-07,20,High,205.87
612,2017-06-07,20,Low,204.10001
612,2017-06-07,20,Close,205.01
612,2017-06-07,20,AdjClose,181.43063
612,2017-06-07,20,Volume,1885600
613,2017-06-08,20,Open,205.01
613,2017-06-08,20,High,206.03
613,2017-06-08,20,Low,204.09
613,2017-06-08,20,Close,205.94
613,2017-06-08,20,AdjClose,182.25371
613,2017-06-08,20,Volume,2451300
614,2017-06-09,20,Open,206
614,2017-06-09,20,High,206.97
614,2017-06-09,20,Low,205.64
614,2017-06-09,20,Close,206.92999
614,2017-06-09,20,AdjClose,183.12981
614,2017-06-09,20,Volume,1893100
615,2017-06-12,20,Open,206.92999
615,2017-06-12,20,High,208.42
615,2017-06-12,20,Low,205.5
615,2017-06-12,20,Close,207.39
615,2017-06-12,20,AdjClose,183.53694
615,2017-06-12,20,Volume,2388200
616,2017-06-13,20,Open,207.58
616,2017-06-13,20,High,209.67
616,2017-06-13,20,Low,207.56
616,2017-06-13,20,Close,209.11
616,2017-06-13,20,AdjClose,185.05913
616,2017-06-13,20,Volume,1688800
617,2017-06-14,20,Open,209.78
617,2017-06-14,20,High,210.78999
617,2017-06-14,20,Low,209.53
617,2017-06-14,20,Close,210.01
617,2017-06-14,20,AdjClose,185.85559
617,2017-06-14,20,Volume,1585300
618,2017-06-15,20,Open,209.5
618,2017-06-15,20,High,211.32001
618,2017-06-15,20,Low,209.44
618,2017-06-15,20,Close,211.28999
618,2017-06-15,20,AdjClose,186.9884
618,2017-06-15,20,Volume,1594100
619,2017-06-16,20,Open,211.73
619,2017-06-16,20,High,213.46001
619,2017-06-16,20,Low,211.44
619,2017-06-16,20,Close,213.24001
619,2017-06-16,20,AdjClose,188.7141
619,2017-06-16,20,Volume,3420600
620,2017-06-19,20,Open,214
620,2017-06-19,20,High,214
620,2017-06-19,20,Low,212.7
620,2017-06-19,20,Close,213.36
620,2017-06-19,20,AdjClose,188.8203
620,2017-06-19,20,Volume,1667600
621,2017-06-20,20,Open,213.45
621,2017-06-20,20,High,214.57001
621,2017-06-20,20,Low,213.05
621,2017-06-20,20,Close,213.36
621,2017-06-20,20,AdjClose,188.8203
621,2017-06-20,20,Volume,1531200
622,2017-06-21,20,Open,214.02
622,2017-06-21,20,High,214.02
622,2017-06-21,20,Low,212.09
622,2017-06-21,20,Close,212.86
622,2017-06-21,20,AdjClose,188.37782
622,2017-06-21,20,Volume,1812900
623,2017-06-22,20,Open,212.73
623,2017-06-22,20,High,213.12
623,2017-06-22,20,Low,212.09
623,2017-06-22,20,Close,212.22
623,2017-06-22,20,AdjClose,187.81139
623,2017-06-22,20,Volume,1400400
624,2017-06-23,20,Open,212
624,2017-06-23,20,High,213.17
624,2017-06-23,20,Low,211.71001
624,2017-06-23,20,Close,212.89999
624,2017-06-23,20,AdjClose,188.41321
624,2017-06-23,20,Volume,1584900
625,2017-06-26,20,Open,212.78999
625,2017-06-26,20,High,213.47
625,2017-06-26,20,Low,212.31
625,2017-06-26,20,Close,212.61
625,2017-06-26,20,AdjClose,188.15654
625,2017-06-26,20,Volume,1352100
626,2017-06-27,20,Open,212
626,2017-06-27,20,High,212.5
626,2017-06-27,20,Low,209.38001
626,2017-06-27,20,Close,209.78
626,2017-06-27,20,AdjClose,185.65208
626,2017-06-27,20,Volume,2240200
627,2017-06-28,20,Open,210.78
627,2017-06-28,20,High,211.17999
627,2017-06-28,20,Low,210.09
627,2017-06-28,20,Close,210.62
627,2017-06-28,20,AdjClose,186.39542
627,2017-06-28,20,Volume,1542900
628,2017-06-29,20,Open,211.05
628,2017-06-29,20,High,211.05
